Content,KC
"<p>Chọn đáp án thích hợp.</p><p><span style=""color: rgb(81, 81, 81);"">﻿Năm 1972 chiến thắng B52, Mỹ phải họp hội nghị ở Paris thuộc thế kỉ [XX|XIX|XVIII]</span></p>",01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
Câu hỏi chỉ có 1 đáp án đúng (thầy cô có thể thay đổi thứ tự của các đáp án),01.K6.1.4.1 - Biểu diễn được các số tự nhiên từ 1 đến 30 bằng cách sử dụng các chữ số La Mã
<p>Phép chia có dư nào sau đây là phép chia đúng?</p>,"01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
<p>Chọn phép tính có dạng đúng của phép chia có dư.</p>,"01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
<p>Khi chia hai số tự nhiên $a$ cho $b$ (với $b \ne 0$) ta có hai số tự nhiên $q$ và $r$ sao cho $a = bq + r$.</p><p>Để phép chia có dư thì điều kiện của $r$ là:</p>,"01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p class=""ql-align-justify"">Viết phép chia $25:4$ dưới dạng $a = bq + r$ (trong đó $a$ là số bị chia, $b$ là số chia, $q$ là thương và $r$ là số dư).</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p class=""ql-align-justify"">Nghe đoạn âm thanh sau và chọn đáp án đúng.</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p class=""ql-align-justify"">Nghe đoạn âm thanh sau và chọn tất cả các đáp án đúng.</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
<p><em>Chọn tất cả các đáp án đúng.</em></p><p>Phép chia nào sau đây là phép chia có dư?</p>,"01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p>Trong biểu thức $34 = 5 \cdot 6 + r$, giá trị của $r$ là:</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p>Trong các số sau, số nào có dạng $3k + 2$, với $k \in \mathbb{N}$?</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p class=""ql-align-justify""><em>Xét tính đúng sai cho các khẳng định sau</em>:</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p class=""ql-align-justify"">Giả sử giá vàng nhẫn 9999 thời điểm hiện tại như trong ảnh minh họa bên dưới. </p><p class=""ql-align-justify""><em>Xét tính đúng sai cho các khẳng định sau</em>:</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p>Cho một số tự nhiên $a$ bất kì. Khi chia $a$ cho $4$ được thương là $q$ và số dư là $r$ $\left( {r &gt; 0} \right)$, sao cho: $a = 4 \cdot q + r$. Để phép chia này là phép chia đúng thì cần thêm điều kiện của $r$ là:</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p class=""ql-align-justify""><em>Điền số tự nhiên thích hợp vào chỗ trống.</em></p><p>Cho một số tự nhiên $a$ bất kì. Khi chia $a$ cho 6 được thương là $q$ và số dư là $r$, sao cho: $a = 6 \cdot q + r$. Số dư lớn nhất trong phép chia đó là: __5__</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p class=""ql-align-justify""><em>Điền số tự nhiên thích hợp vào chỗ trống.</em></p><p>Bác Mai đã mua&nbsp;__789__ chiếc bánh và chia đều số bánh đó cho $65$ cháu nhỏ tại làng trẻ SOS. Bác thấy mỗi cháu được $12$ chiếc và còn thừa $9$ chiếc bánh. </p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p class=""ql-align-justify""><em>Điền số tự nhiên thích hợp vào chỗ trống.</em></p><p>Khi chia một số tự nhiên $x$ cho $11$ được thương là $108$ và số dư là số lẻ lớn nhất có một chữ số. Số tự nhiên $x$ đó là __1197__</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p class=""ql-align-justify""><em>Điền số tự nhiên thích hợp vào chỗ trống.</em></p><p>Một cơ sở sản xuất mật ong thu hoạch được $78$ lít mật ong hoa cà phê. Giá theo thị trường hiện tại, mỗi lít mật ong loại này có giá $220\,000$ đồng. Chủ cơ sở đóng tất cả số mật ong vừa thu hoạch được vào các chai loại $5$ lít thì cần ít nhất __16__ chai.</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p class=""ql-align-justify""><em>Chọn số hoặc cụm từ phù hợp với mỗi vị trí.</em></p><p class=""ql-align-justify"">a) Phép tính $1\,344:21$ là một __phép chia hết__</p><p>b) Kết quả phép chia $\overline {a0\,a0} :\overline {a0} $ là __101__</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p class=""ql-align-justify"">Lớp 7V rất yêu quý cô giáo chủ nhiệm của mình. Hôm nay, bạn lớp trưởng phát hiện rằng sinh nhật cô giáo chủ nhiệm còn đúng $46$ ngày nữa và hôm nay là ngày thứ Ba. Cả lớp muốn tổ chức sinh nhật tạo bất ngờ sớm vào ngày thứ Sáu gần nhất trước ngày sinh nhật cô. </p><p class=""ql-align-justify""><em>Chọn số hoặc cụm từ phù hợp với mỗi vị trí.</em>&nbsp; </p><p class=""ql-align-justify"">a) Sinh nhật cô rơi vào __thứ Bảy__</p><p>b) Để tổ chức sinh nhật sớm vào ngày thứ Sáu gần nhất trước ngày sinh nhật cô, lớp cần tổ chức trước __1__ ngày.</p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
Câu hỏi chỉ có 1 đáp án đúng (thầy cô có thể thay đổi thứ tự của các đáp án),"01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
Câu hỏi chỉ có 1 đáp án đúng (thầy cô có thể thay đổi thứ tự của các đáp án),"01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
<p>Sắp xếp các phép chia $132:5$; $124:8$; $212:11$ theo thứ tự phép chia có số dư tăng dần.</p>,"01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
Câu hỏi chỉ có 1 đáp án đúng (thầy cô có thể thay đổi thứ tự của các đáp án),"01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
<p><em>Nối phép tính với kết quả tương ứng.</em></p>,"01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
"<p class=""ql-align-justify""><em>Nối mỗi phép chia sau đây với biểu thức dạng $a = bq + r$ tương ứng.</em></p>","01.K6.2.2.1 - Nhận biết được phép chia có dư, định lí về phép chia có dư"
<p>Bảng trên đây cho biết số xe ô tô mỗi thương hiệu bán được ở Việt Nam trong năm 2022.</p><p>(theo https://vtv.vn/kinh-te/nam-2022-moi-phut-nguoi-viet-mua-gan-mot-chiec-o-to-20230111213833432.htm) </p><p>Tổng số lượng xe ô tô bán ra năm 2022 tại Việt Nam của 6 thương hiệu trên là:</p>,"01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify"">Mẹ Bình đi chợ tết mua được $20$ bông hoa gồm $10$ bông hồng, $5$ bông thược dược, $3$ cành lay ơn còn lại là hoa violet. Biết số một bông hồng giá $10000$ đồng, một bông thược dược giá $8000$ đồng, một cành lay ơn giá $12000$ đồng còn hoa violet giá $6000$ một cành. Hỏi mẹ Bình mua hết bao nhiêu tiền hoa? </p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify"">Hàng tuần, công nhân làm việc từ thứ Hai đến thứ Sáu, mỗi ngày 8 giờ. Riêng thứ Bảy chỉ làm việc buổi sáng, trong 4 giờ. Nếu ngày 1 tháng 3 là thứ Sáu thì tháng đó công nhân làm việc trong số giờ là:</p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify"">Mẹ đưa cho Ngân $50000$ đồng để ra hiệu sách mua đồ dùng học mua bút. Có hai loại bút: Bút bi giá $3000$ đồng mỗi chiếc và bút nước giá $5000$ đồng mỗi chiếc.</p><p class=""ql-align-justify""><em>Chọn </em><strong><em>nhiều</em></strong><em> khẳng định đúng.</em></p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify"">Một người đi xe máy trong $6$ giờ. Hai giờ đầu người đó đi với vận tốc $35{\rm{km/h}}$. Bốn giờ sau người đó đi với vận tốc $30{\rm{km/h}}$. Tính quãng đường người đó đi được trong $5$ giờ đầu.</p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify"">Khoảng cách từ Mặt Trời đến Trái Đất khoảng ${150.10^6}{\rm{km}}$. Vận tốc ánh sáng là khoảng $300000{\rm{km/s}}$. Hỏi ánh sáng đi từ Mặt Trời đến Trái Đất trong khoảng bao lâu?</p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify"">Highlands Coffee là chuỗi cửa hàng kinh doanh cà phê và các loại đồ ăn nhanh của Việt Nam được sáng lập từ năm 1999. Bảng giá một số mặt hàng của Highlands Coffee được cho ở hình trên. Nhân dịp Ngày Phụ nữ Việt Nam 20/10, cửa hàng có ưu đãi khi mua mỗi combo gồm 1 cốc trà bất kỳ và một hộp bánh sukem có giá 79000 đồng (có thể mua nhiều combo trong một đơn hàng). Cuối tuần này, bố Mai đã đặt mua trà Highlands Coffee cho cả gia đình. Đơn hàng gồm 1 cốc trà sen vàng, 2 cốc Freeze Trà xanh và 2 hộp bánh su kem. </p><p class=""ql-align-justify""><em>Xét tính đúng sai cho các khẳng định sau</em>:</p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p>Một cửa hàng cắt tóc có chính sách ưu đãi cho khách hàng có thẻ hội viên như bảng trên.</p><p>Anh Nam đã sử dụng thẻ hội viên của mình để cắt tóc tại cửa hàng trong 1 năm. Mỗi tháng anh Nam cắt tóc một lần. </p><p class=""ql-align-justify""><em>Xét tính đúng sai cho các khẳng định sau</em>:</p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify"">Tại hệ thống rạp chiếu phim Lotte Cinema giá một vé xem phim vào ngày trong tuần là $60000$ đồng, ngày cuối tuần là $80000$ đồng, riêng thứ Ba hàng tuần sẽ diễn ra chương trình Lovely Tuesday, đồng giá vé xem phim là $45000$ đồng. Một phòng chiếu phim ở rạp Lotte Hà Đông có 10 hàng ghế, mỗi hàng có 17 ghế. </p><p class=""ql-align-justify""><em>Xét tính đúng sai cho các khẳng định sau</em>:</p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p>Bảng năng lượng tính theo đơn vị ki-lô-ca-lo (kcal) trong 100g thức ăn mà mỗi món ăn cung cấp cho cơ thể được cho bởi bảng trên. (Theo: Giá trị dinh dưỡng 500 món ăn thông dụng – Viện Dinh dưỡng quốc gia năm 2016)</p><p class=""ql-align-justify""><em>Xét tính đúng sai cho các khẳng định sau</em>:</p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify""><em>Điền số tự nhiên thích hợp vào chỗ trống.</em></p><p class=""ql-align-justify"">Hình trên vẽ các tuyến đường xe bus và giá vé giữa các điểm bus. An muốn đi từ điểm bus A tới điểm bus B cần trả ít nhất __41500 __ đồng tiền vé xe.</p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
Câu hỏi chỉ có 1 đáp án đúng (thầy cô có thể thay đổi thứ tự của các đáp án),"01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify"">Cửa hàng xe đạp Kim Ngọc công bố giá bán của ba loại xe đạp ở bảng bên trên.</p><p class=""ql-align-justify"">Cô Mai đã mua hai chiếc xe cho hai con đi học của thương hiệu Vinabike và Thống Nhất.</p><p class=""ql-align-justify"">Bác Trung cũng mua hai chiếc xe với số tiền thương hiệu Thống Nhất và Asama Breeze.</p><p class=""ql-align-justify"">Kéo số tiền phải trả tương ứng với mỗi khách hàng</p><p class=""ql-align-justify""><br></p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify"">Bảng trên liệt kê các loại đồ dùng học tập mà bạn Khôi đã mua<em>.</em></p><p class=""ql-align-justify""><em>Nối mỗi loại đồ dùng với số tiền mua tương ứng.﻿</em></p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify"">Một công ty chuẩn bị mở phòng giao dịch và mua một số nội thất, đồ dùng phục vụ cho công việc. Hóa đơn mua hàng được thể hiện ở bảng trên.</p><p class=""ql-align-justify""><em>Nối mỗi mặt hàng với số tiền mua tương ứng.</em></p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify""><em>Điền số tự nhiên thích hợp vào chỗ trống.</em></p><p>Một nhân viên ngân hàng thực hiện giao dịch chuyển tiền từ ngân hàng đến một công ty. Nhưng do sơ suất lúc nhập số tiền vào hệ thống, nhân viên này đã ấn thừa một chữ số 0 ở cuối, dẫn tới ngân hàng bị thất thoát 1 tỉ 800 triệu đồng. Số tiền thực tế mà ngân hàng này cần chuyển cho công ti là __ 200000000__ đồng. </p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify""><em>Điền số tự nhiên thích hợp vào chỗ trống.</em></p><p class=""ql-align-justify"">Năm 2023 gạo ST25, thương hiệu Gạo ông Cua của Việt Nam, đạt giải nhất tại Hội thi gạo ngon nhất thế giới lần thứ 15 tổ chức ở Philippines. ST25 được phát triển bởi đội ngũ do ông Hồ Quang Cua - nguyên Phó giám đốc Sở Nông nghiệp và phát triển Nông thôn tỉnh Sóc Trăng - dẫn đầu.</p><p class=""ql-align-justify"">(Nguồn: https://vnexpress.net/gao-viet-dat-giai-ngon-nhat-the-gioi-nam-2023-4683122.html)</p><p>Tại thị trường Việt Nam, giá gạo ST25 thương hiệu Gạo ông Cua được bán với giá $225000$ đồng cho mỗi túi $5{\rm{kg}}$. Mẹ Hoàng đi chợ và mua $10{\rm{kg}}$ loại gạo trên. Mẹ Hoàng phải đưa cho cửa hàng gạo__9__ tờ tiền mệnh giá $50000$ đồng để trả tiền gạo.</p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify""><em>Điền số tự nhiên thích hợp vào chỗ trống.</em></p><p class=""ql-align-justify"">Giá bán lẻ điện sinh hoạt hàng tháng được Tập đoàn Điện lực Việt Nam (EVN) quy định ở bảng trên.</p><p>Biết mỗi kWh còn được gọi là 1 số điện. Trong tháng 8, gia đình thầy Hà dùng hết 350 số điện. Vậy số tiền mà thầy Hà phải trả là__767300__đồng.</p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify""><em>Chọn số phù hợp với vị trí.</em></p><p class=""ql-align-justify"">Một khu vườn hình chữ nhật có hai lần chiều dài bằng [$3$|$2$] lần chiều rộng. Ông Đông muốn xây hàng rào xung quanh khu vườn với giá xây hàng rào là $200000$đồng mỗi mét. Biểu thức biểu thị số tiền ông Đông phải trả để xây xong tường rào cho khu vườn là $\left( {30 + 30:3}\right).2.200000$ (đồng)</p><p class=""ql-align-justify""><br></p><p><br></p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
"<p class=""ql-align-justify""><em>Chọn số phù hợp với vị trí.</em></p><p class=""ql-align-justify"">An mua bốn túi giấy nhớ giá [$3500$|$18000$] đồng một túi, mua ba quyển sổ giá [$18000$|$3500$]&nbsp;đồng một quyển, mua một túi tote lớn và một hộp bút. Biết số tiền mua hai túi tote lớn bằng số tiền mua năm quyển sổ, tổng số tiền phải trả là $145000$ đồng.</p><p class=""ql-align-justify"">Biểu thức biểu thị giá một hộp bút là: $145000 - \left( {3500.4 + 18000.3 + 18000.5:2} \right)$ (đồng)</p>","01.K6.2.7.4 - Giải quyết được những vấn đề thực tiễn gắn với thực hiện các phép tính (ví dụ: tính tiền mua sắm, tính lượng hàng mua được từ số tiền đã có,...)"
